Timestamp	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	troubleshoot	software-upgrade	software-validation	anomaly-detection	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-other	env-virtual-network	env-server-automation	env-location	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-git	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	trend-tools-apstra	trend-tools-gluware	trend-tools-anuta-networks	feedback
11/15/16 13:15	"Configuration generation, Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized, Vendor specific tools"	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	Less than 1 per month	Custom scripts (python ..)	"Custom scripts (python ..), Network vendor specific tools"	"Custom scripts, Network vendor specific tools"	We haven't automated the detection of anomaly	1001+	"Cisco IOS, HPE"	"Datacenter, Campus/User Access"	A lot	None	None	A little	None	A little	None	"VMWare, GNS3"	Vendor Specific	Europe	I don't know	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	I don't know	Currently Evaluating it	No interest	No interest	No interest	Thinking about it	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	
11/15/16 13:25	"Configuration deployment, Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	Custom scripts (python ..)	More than 1 a day	1 to 5 per week					251-1000	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering, WAN"	None					None	None	"UNetLab, Homemade solution"	Ansible	North America	Thinking about it	Thinking about it	I don't know	No interest	Thinking about it	I don't know	No interest	Currently Evaluating it	No interest	No interest	I don't know	Thinking about it	Thinking about it	I don't know	No interest	I don't know	I don't know	I don't know	I don't know	
11/15/16 13:33	"Configuration archiving, Anomaly detection, Data Collection / Reporting"	Rancid/Oxidized		Yes		1 to 5 per week	Less than 1 per month				Custom scripts	0-50	"Cisco IOS, Juniper, F5 Networks, Ericsson"	SP Backbone	A little	None	None	A little		A lot	A lot	"Vagrant, GNS3"		Middle East	I don't know	Thinking about it	No interest	No interest	Thinking about it	Currently evaluating it	I don't know	Thinking about it	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	
11/15/16 13:37	"Configuration deployment, Configuration archiving, Data Collection / Reporting"	Rancid/Oxidized	No	Yes	"Ansible, NAPALM, Custom scripts (python ..)"	More than 1 a day	1 to 5 per week					251-1000	"Arista Networks, Cisco IOS, Juniper, HPE"	"Datacenter, WAN"	A lot	A little	A little	A little	None	A little		"Vagrant, VMWare, Non-VMWare hypervisor, Vendor provided solution"	"Ansible, Puppet"	Australia / Oceania / Pacific Islands	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Already in production		Already in production		Already in production	Already in production	Currently Evaluating it	Currently Evaluating it	Thinking about it	Thinking about it			
11/15/16 13:45	"Configuration deployment, Data Collection / Reporting"	Vendor specific tools	No	Yes	"Ansible, Custom scripts (python ..)"	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	Custom scripts (python ..)	"Ansible, Custom scripts"	Syslog	1001+	"Arista Networks, Brocade, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little	None	None	None	None	A little	A lot	Homemade solution	Ansible	North America	No interest	Thinking about it			Currently evaluating it			Currently Evaluating it	No interest	No interest	No interest	Thinking about it	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/15/16 13:47	"Configuration generation, Configuration archiving"	Rancid/Oxidized	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Arista Networks, Cisco IOS, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A little			A little		A lot		VMWare	"Ansible, Puppet"	Australia / Oceania / Pacific Islands	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Already in production	Thinking about it	No interest	Already in production		Already in production		Already in production	Already in production		Currently Evaluating it	Currently Evaluating it	Thinking about it			
11/15/16 14:48	"Configuration generation, Configuration deployment, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	Partially	Yes	"Puppet, Custom scripts (python ..)"	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	"Network vendor specific tools, Cisco Prime"	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Brocade, Cisco IOS, Dell, HPE"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A lot	A little	A little	A little	None	A little	A lot	"Vagrant, VMWare, OpenStack, Docker or Containers, Non-VMWare hypervisor, GNS3"	"Ansible, Puppet, Microsoft SCCM"	Australia / Oceania / Pacific Islands	Currently evaluating it	Currently evaluating it	Thinking about it	Currently evaluating it	Currently evaluating it	Currently evaluating it	No interest	Thinking about it	No interest	Already in production	No interest	No interest	Already in production	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/15/16 15:20	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Data Collection / Reporting, Compliance Checks"	Version control	No	Yes	Custom scripts (python ..)	1 to 5 per week	1 to 5 per month		Custom scripts (python ..)			1001+	"Cisco IOS, Riverbed"	"Campus/User Access, WAN"	A little					A lot	A lot	We are not using virtual network devices for training or qualification	in-house developed tool	Europe	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	No interest	No interest	Currently Evaluating it	Thinking about it	Thinking about it	No interest	Thinking about it	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	
11/15/16 16:05	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	"Ansible, Custom scripts (python ..)"	Less than 1 per month	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	0-50	"Cisco NX-OS, Juniper"	Datacenter	A lot	A little	None	A lot	None	A lot		"OpenStack, Docker or Containers, Non-VMWare hypervisor"	Chef	Europe	Already in production	Thinking about it	Already in production	Already in production	Already in production	Currently evaluating it	I don't know	Already in production	Already in production	No interest	No interest	Thinking about it	Currently Evaluating it	No interest	Already in production	Currently Evaluating it	No interest	No interest	No interest	
11/15/16 16:28	"Configuration archiving, Data Collection / Reporting, Compliance Checks"	Vendor specific tools	No	Yes		1 to 5 per week	Less than 1 per month					1001+	"Arista Networks, Brocade, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, WAN"	A little	None	None	A little	None	A lot	None	"GNS3, Vendor provided solution"	"Ansible, Puppet"	Asia	I don't know	I don't know	I don't know	I don't know	Currently evaluating it	I don't know	I don't know	Currently Evaluating it		Currently Evaluating it		Currently Evaluating it								
11/15/16 16:32	"Configuration generation, Configuration deployment"	Vendor specific tools	No	Yes	Ansible	More than 1 a day	Not sure	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Arista Networks, Brocade, Cisco IOS, Cisco NX-OS, F5 Networks, Riverbed, Infoblox"	Datacenter	A lot	None	A little	A little	None	A little	None	GNS3	Ansible	Asia	Thinking about it	Thinking about it	Thinking about it	I don't know	Currently evaluating it	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/15/16 16:58		Rancid/Oxidized	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	RANCID	51-250	"Arista Networks, Brocade, Cisco IOS, Dell"	"Datacenter, Internet Peering, WAN"	A little							Non-VMWare hypervisor	Puppet	Europe						Thinking about it		Thinking about it		Currently Evaluating it										
11/15/16 17:17	Data Collection / Reporting	"Version control, Rancid/Oxidized, Vendor specific tools"	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Arista Networks, Brocade, Cisco IOS, Dell, Juniper"	Datacenter	A little	A lot	None	None	None	A little	A little	"VMWare, GNS3, Vendor provided solution"	"Ansible, Chef, Puppet, SaltStack"	North America	Currently evaluating it	Currently evaluating it	Already in production	Thinking about it	Currently evaluating it	Currently evaluating it	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	
11/15/16 17:17	Pre/Post Change Checks	We are not keeping track of that	Yes	Yes	Ansible	1 to 5 per week	Less than 1 per month	"Ansible, Custom scripts (python ..)"	We haven't automated software upgrades	We haven't automated software qualification	"Syslog, We haven't automated the detection of anomaly"	1001+	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little		A little			A little		"VMWare, GNS3"	Ansible	North America	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it					Already in production				Thinking about it			
11/15/16 17:38	"Configuration generation, Configuration deployment, Software upgrade, Pre/Post Change Checks"	We are not keeping track of that	Yes	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	More than 1 a day	We haven't automated the troubleshooting	Network vendor specific tools	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Internet Peering, SP Backbone"	A little							VMWare	We don't have automation for server	Asia		Thinking about it			Currently evaluating it	Currently evaluating it		Thinking about it		Thinking about it		Thinking about it	Thinking about it	Thinking about it						"For a Huge Mobile Backhaul environment, I need suggestions for how to automate in the core and DC-POD environments"
11/15/16 18:22	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	"Version control, FTP/SCP/TFTP, Vendor specific tools"	No	Yes	"NetCracker, Tail-F, Custom scripts (python ..), Controller, Network vendor specific tools, Third Party Software"	More than 1 a day	More than 1 a day	"Custom scripts (python ..), Vendor specific tools, many"	"Custom scripts (python ..), Network vendor specific tools, BMC BladeLogic Server Automation"	We haven't automated software qualification	"Syslog, Custom scripts, Vendor specific tools, Splunk"	1001+	"Arista Networks, Brocade, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Internet Peering, WAN, SP Backbone"	A little	None	A little	A little	A little	A little	A little	"OpenStack, Non-VMWare hypervisor"	"Ansible, Puppet, Vendor Specific, BMC BladeLogic Server Automation"	Australia / Oceania / Pacific Islands	Already in production	Already in production	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	Already in production	Already in production		Already in production			Already in production	Currently Evaluating it	Already in production				Already in production	"big, complex organisation - lots of pockets of networks and network automation "
11/15/16 20:02	"Configuration generation, Configuration deployment"	Rancid/Oxidized	Partially	Yes	Ansible	1 to 5 per week	1 to 5 per month	Ansible	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Brocade, Cisco IOS, Cisco NX-OS, Juniper, F5 Networks"	"Datacenter, Campus/User Access, Internet Peering"	A little							"VMWare, Vendor provided solution"	"Ansible, Puppet"	North America	Currently evaluating it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	I don't know	Already in production	No interest	No interest	No interest	Thinking about it	Currently Evaluating it	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/15/16 21:22	"Configuration generation, Configuration deployment, Configuration archiving"	Version control	Partially	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per week	Less than 1 per month					51-250	"Cisco IOS, Huawei, Mikrotik"	"Campus/User Access, WAN"	A lot	None	None	A lot	None	A lot	None	"Vagrant, GNS3"	"Ansible, in-house developed tool"	Europe	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	No interest	No interest	Already in production				Currently Evaluating it	Already in production		Currently Evaluating it					
11/15/16 21:58	"Configuration archiving, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	Rancid/Oxidized	No	Yes		More than 1 a day	1 to 5 per week	"Ansible, Custom scripts (python ..), Vendor specific tools, PyEZ, "		"Ansible, SaltStack, Custom scripts"		51-250	Juniper	"Internet Peering, SP Backbone"	A lot	None	A little	None	None	A little	A lot	"Docker or Containers, Vendor provided solution"	"Ansible, SaltStack"	Middle East	I don't know	Thinking about it	Currently evaluating it	Thinking about it	Already in production	Thinking about it	I don't know	Already in production	No interest	No interest	Already in production	Thinking about it	Already in production	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/15/16 23:55	"Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	"Version control, FTP/SCP/TFTP, Rancid/Oxidized, Kiwi CatTools"	No	Yes	Ansible	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades		We haven't automated the detection of anomaly	51-250	"Cisco IOS, Juniper"	"Datacenter, WAN"	A lot					A little		"VMWare, Docker or Containers"	Ansible	Europe	Already in production		Thinking about it	Currently evaluating it	Already in production	Thinking about it	I don't know	Already in production	No interest	No interest	No interest	Currently Evaluating it	Already in production	I don't know	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	
11/16/16 0:03	Configuration generation	Rancid/Oxidized	No	Yes	Ansible	More than 1 a day	More than 1 a day	"Vendor specific tools, CLI"	"Network vendor specific tools, CLI"	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Arista Networks, Cisco IOS, Cisco NX-OS, Juniper"	"Internet Peering, WAN, SP Backbone"	A little							"VMWare, GNS3"	Ansible	Europe	Thinking about it							Already in production												
11/16/16 1:21	"Configuration generation, Configuration deployment, Configuration archiving, Anomaly detection"	Rancid/Oxidized	No	Yes	"Ansible, Custom scripts (python ..)"	More than 1 a day	More than 1 a day	Custom scripts (python ..)	Ansible		"Syslog, Kapacitor"	1001+	"Cisco IOS, Juniper, Nokia"	"Datacenter, Internet Peering, WAN, SP Backbone"	A little	A lot	A little	None	None	A little		"Vagrant, VMWare, Docker or Containers"	Ansible	Australia / Oceania / Pacific Islands					Already in production			Already in production					Already in production							
11/16/16 1:25	"Configuration generation, Configuration archiving, Software upgrade"	We are not keeping track of that	No	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	"Ansible, Custom scripts (python ..)"	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Brocade, Cisco IOS, Cisco NX-OS, Dell, HPE"	"Datacenter, Campus/User Access, Internet Peering, WAN"	None	None				None		"VMWare, Docker or Containers, UNetLab"	Ansible	Europe	Thinking about it	Thinking about it	I don't know	I don't know	Currently evaluating it	Thinking about it	I don't know	Already in production				Already in production	Thinking about it							
11/16/16 4:07	Configuration archiving	We are not keeping track of that	No	Yes	We haven't automated the generation or deployment of our configurations	Not sure	Not sure	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, WAN"	None	None	None	None	None	None	A little	We are not using virtual network devices for training or qualification	Microsoft SCCM	North America	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	Currently Evaluating it	I don't know	No interest	I don't know	Currently Evaluating it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/16/16 5:38	"Configuration generation, Configuration deployment, Data Collection / Reporting"	Version control	Partially	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	0-50	"Arista Networks, Cisco IOS, Cisco NX-OS"	"Datacenter, Internet Peering"	A lot	None	None	None	None	A little	A little	"Vagrant, VMWare, Docker or Containers, Non-VMWare hypervisor, GNS3, Vendor provided solution, ProxMox, Third Party Software"	Ansible	North America	Currently evaluating it	Currently evaluating it	No interest	Thinking about it	Already in production	Already in production	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	No interest	Already in production	No interest	Thinking about it	No interest	Thinking about it	No interest	No interest	"Would like to see more effort such as IETF DOTS (https://datatracker.ietf.org/wg/dots/charter/) for open API communication. API is almost an underlying requirement for network automation and we should promote open API standard instead, vendors compete on capabilities and not on API format so it would make sense for them as well.  "
11/16/16 5:46	"Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	"FTP/SCP/TFTP, Vendor specific tools"	No	Yes	"Ansible, Custom scripts (python ..)"	More than 1 a day	Less than 1 per month	Custom scripts (python ..)	"Ansible, Custom scripts (python ..)"	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access"	A lot	None	None	A little	None	A little	A little	We are not using virtual network devices for training or qualification	Ansible	Europe	Thinking about it	Currently evaluating it	Currently evaluating it	Thinking about it	I don't know	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	Thinking about it	Already in production	Thinking about it	Already in production	Currently Evaluating it	I don't know	I don't know	I don't know	
11/16/16 5:50	"Configuration deployment, Configuration archiving, Compliance Checks"	Vendor specific tools	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per week	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, WAN"	None	None	None	None	None	None	None	"VMWare, GNS3"	We don't have automation for server	Europe	No interest	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/16/16 6:43		We are not keeping track of that	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	1 to 5 per week	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little	None	A little	A little	A little	A little		"VMWare, Non-VMWare hypervisor, GNS3, Vendor provided solution"	We don't have automation for server	North America	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	I don't know	Currently Evaluating it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/16/16 7:17	"Configuration generation, Software upgrade, Data Collection / Reporting"	FTP/SCP/TFTP	No	Yes	"Ansible, Custom scripts (python ..), Controller"	More than 1 a day	1 to 5 per month	"Ansible, Custom scripts (python ..)"			Custom scripts	1001+	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	A lot	None	None	None	None	A lot		"Vagrant, VMWare, OpenStack, Docker or Containers, GNS3, Vendor provided solution"	Ansible	North America	Already in production	Currently evaluating it	I don't know	Thinking about it	Currently evaluating it	I don't know	I don't know	Already in production				Currently Evaluating it	Already in production		Currently Evaluating it					
11/16/16 10:30	"Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Troubleshooting, Software upgrade, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Version control	Yes	Yes	"Ansible, Puppet, Custom scripts (python ..), Controller"	1 to 5 per week	Less than 1 per month	"Ansible, Puppet, StackStorm, Custom scripts (python ..)"	"Ansible, Custom scripts (python ..)"	Ansible	"Ansible, Syslog, Stackstorm"	1001+	"Big Switch, Cisco IOS, Dell, HPE"	"Datacenter, Internet Peering, WAN, SP Backbone"	A lot	A lot	A lot	None	A lot	A lot	A little	"Vagrant, OpenStack, Docker or Containers, GNS3"	"Ansible, Puppet"	North America	Already in production	Already in production	Already in production	Already in production	Already in production	Already in production	Currently evaluating it	Already in production	No interest	Already in production	No interest	No interest	Already in production	I don't know	Already in production	Already in production	No interest	No interest	No interest	
11/16/16 10:34	"Configuration deployment, Configuration archiving, Troubleshooting, Software upgrade, Pre/Post Change Checks"	FTP/SCP/TFTP	No	Yes	Ansible	1 to 5 per week	1 to 5 per week	"Ansible, Custom scripts (python ..)"	Ansible	We haven't automated software qualification	"Ansible, Custom scripts"	51-250	"Arista Networks, Dell"	Datacenter	A lot		A little			A little		VMWare	Ansible	North America	Currently evaluating it	Currently evaluating it	I don't know	Already in production	Thinking about it	Already in production	No interest	Already in production	No interest	No interest	No interest	No interest	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/16/16 11:15	"Configuration generation, Configuration archiving, Data Collection / Reporting, Compliance Checks"	"FTP/SCP/TFTP, Vendor specific tools"	Partially	No	"Custom scripts (python ..), Network vendor specific tools"	1 to 5 per month	Not sure	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, WAN"	A lot					A little		We are not using virtual network devices for training or qualification	Puppet	Europe	Currently evaluating it	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	I don't know	No interest	No interest	No interest	No interest	Currently Evaluating it	Already in production	Thinking about it	No interest	No interest	No interest	No interest	No interest	
11/16/16 13:05	Pre/Post Change Checks	Vendor specific tools	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	Network vendor specific tools	Network vendor specific tools	Syslog	251-1000	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	None	None	None	None	None	None	None	"VMWare, OpenStack, GNS3, UNetLab, Vendor provided solution"	We don't have automation for server	North America	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	
11/16/16 13:13	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Data Collection / Reporting, Compliance Checks"	Version control	No	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per week	1 to 5 per week	"Ansible, Custom scripts (python ..)"	"Ansible, Custom scripts (python ..)"	"Ansible, Custom scripts"	Ansible	0-50	Juniper	Datacenter	A lot	None	None	None	None	A little	None	"Vagrant, OpenStack, GNS3"	Ansible	North America	Thinking about it	Thinking about it	I don't know	Currently evaluating it	Currently evaluating it	I don't know	I don't know	Already in production			Currently Evaluating it		Currently Evaluating it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/16/16 13:39	"Configuration generation, Configuration deployment"	We are not keeping track of that	No	Yes	"Ansible, Network vendor specific tools, Custom scripts (python ..)"	1 to 5 per month	Less than 1 per month					0-50	Cisco NX-OS	Datacenter	A little		A little			A little		Vendor provided solution	"Ansible, Cisco UCS Director"	Europe	Thinking about it	No interest	I don't know	Thinking about it	Thinking about it	No interest	No interest	Already in production	No interest	No interest	No interest	I don't know	Thinking about it	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/16/16 14:30	"Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	Rancid/Oxidized	Partially	Yes	Custom scripts (python ..)	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Juniper, Alcatel-Lucent"	"Datacenter, Internet Peering, WAN, SP Backbone"	A little	None	A little	None	A little	A little	A lot	"VMWare, Non-VMWare hypervisor, Vendor provided solution"	Puppet	Australia / Oceania / Pacific Islands	No interest	Currently evaluating it	Thinking about it	I don't know	Thinking about it	Thinking about it	No interest	No interest	Thinking about it	Already in production	No interest	No interest	Already in production	Thinking about it	I don't know	No interest	No interest	No interest	No interest	
11/16/16 14:46	"Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	Partially	Yes	Custom scripts (python ..)	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Arista Networks, Brocade, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Internet Peering, WAN, SP Backbone"	A lot		A little	A lot		A little	A lot	Non-VMWare hypervisor	"Ansible, Puppet"	North America	Thinking about it	Thinking about it	Already in production	Thinking about it	Already in production	Already in production	Thinking about it	Already in production	No interest	Already in production	No interest	Thinking about it	Already in production	I don't know	No interest	No interest	I don't know	I don't know	I don't know	
11/16/16 14:50	"Configuration generation, Configuration archiving"	"Version control, Rancid/Oxidized"	No	Yes	Custom scripts (python ..)	1 to 5 per week	1 to 5 per week	We haven't automated the troubleshooting	Custom scripts (python ..)	Custom scripts	Custom scripts	1001+	alcatel	"Datacenter, Internet Peering, WAN"	A lot					A lot	A lot	"VMWare, GNS3, We are not using virtual network devices for training or qualification"	SaltStack	Europe	No interest		No interest	Thinking about it	I don't know	I don't know	I don't know	No interest	No interest	No interest	Already in production	Thinking about it	Currently Evaluating it	Thinking about it	Currently Evaluating it	No interest	No interest	No interest	No interest	
11/16/16 15:06	"Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	Yes	Yes	NAPALM	More than 1 a day	1 to 5 per month					251-1000	"Arista Networks, Juniper, Cisco IOS XR"	"Internet Peering, WAN, SP Backbone"	A little					A little		"VMWare, Non-VMWare hypervisor"	"Ansible, SaltStack"	Everywhere	Thinking about it	Thinking about it	I don't know	I don't know	Currently evaluating it	Currently evaluating it	I don't know	Already in production			Currently Evaluating it	Already in production	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/16/16 15:41	"Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	Custom scripts (python ..)	More than 1 a day	1 to 5 per week	Custom scripts (python ..)	We haven't automated software upgrades	We haven't automated software qualification	"Syslog, Custom scripts"	1001+	"Brocade, Cisco IOS, Juniper, Huawei"	"Datacenter, Internet Peering, WAN, SP Backbone"	A little	None	A little	None	A little	A lot	A lot	"Docker or Containers, Non-VMWare hypervisor"	Vendor Specific	Australia / Oceania / Pacific Islands	No interest	Thinking about it	I don't know	I don't know	Thinking about it	I don't know	I don't know	No interest	No interest	No interest	No interest	No interest	Currently Evaluating it	No interest	No interest	No interest	No interest	No interest	No interest	
11/16/16 16:35	"Day 0 Provisioning using a vendor solution, Configuration deployment, Configuration archiving, Compliance Checks"	HPE Network Automation (HP NA)	No	Yes	"Network vendor specific tools, HPE Network Automation (HP NA)"	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Arista Networks, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Internet Peering, WAN"	A little	None	None	None	None	None	None	OpenStack	"Chef, Puppet"	North America	I don't know	Thinking about it	I don't know	Thinking about it	No interest	Thinking about it	I don't know	Currently Evaluating it	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	No interest	I don't know	I don't know	
