Timestamp	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-expect	env-language-powershell	env-language-other	env-virtual-network	env-server-automation	env-location	org-preference	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	software-upgrade	software-validation	anomaly-detection-sources	anomaly-detection-signal	transition-team-how-long	transition-team-actions	transition-self-how-long	transition-self-nbr-hours	transition-self-find-time	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-topics-sot	trend-topics-graph-db	trend-topics-network-health	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-nornir	trend-tools-netbox	trend-tools-elk	trend-tools-tsdb	trend-tools-kentik	trend-tools-nso	trend-tools-git	trend-tools-network-verification	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	feedback
11/3/19 14:49	5001-10000	"Arista, Cisco IOS XR, Juniper"	"Internet Peering, WAN, Service Provider / Edge"	A little	A lot	A little			A little				Non-VMWare hypervisor (KVM et al.)	Ansible	North America	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"Version control, Rancid/Oxidized"	No	Yes	"NSO (Tail-F), Low level custom scripts (Python paramiko/socket)"	More than 1 a day	1 to 5 per week	Low level custom scripts (Python paramiko/socket)	In-house built	"Other active probes (IP SLA/RPM), Syslog, sFlow/Netflow, Streaming Telemetry"	We haven’t automated the detection of anomaly	2 to 5 years	"Some of us learned on their own, We hired dedicated Network Automation Engineer(s)"	2 to 5 years	1001-4000	Learned on my own time	Already in production	Thinking about it	I don't know	I don't know	I don't know	Already in production	I don't know	Already in production	Thinking about it	Already in production	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	Already in production	Already in production	I don't know	Already in production	Already in production	I don't know	I don't know	I don't know	I don't know	
11/3/19 20:35	251-1000	"Arista, Juniper"	"Datacenter, Internet Peering, Service Provider / Edge"	A lot	A little	A lot	None	A little	A lot	None	None	None	"Vagrant, Tesuto, Docker Compose, Kubernetes, GNS3"	"Ansible, SaltStack, Vendor Specific"	North America	"no prefered approach, varies on case by case"	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Fault Remediation, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"Version control, FTP/SCP/TFTP"	Partially	Yes	"Ansible, SaltStack, NAPALM, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"	1 to 5 per week	1 to 5 per month	"Ansible, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"	"Ansible, Robot Framework / Behave, SaltStack, Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"	"ICMP/PING, Other active probes (IP SLA/RPM), External probes (pingmesh), SNMP, Syslog, sFlow/Netflow, Routing Information, API, Streaming Telemetry"	"Up/Down/Threshold alert, Events correlation / rule engine, Events correlation using AI/ML, Proactive monitoring data analysis using AI/ML"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s)"	2 to 5 years	More than 4000	Learned on my own time	Already in production	Already in production	Already in production	Already in production	Already in production	Currently evaluating it	Thinking about it	Already in production	Thinking about it	Currently evaluating it	Already in production	No interest	No interest	Currently Evaluating it	Currently Evaluating it	No interest	Already in production	Already in production	Already in production	Already in production		Already in production	Currently Evaluating it	Currently Evaluating it	Already in production	Already in production	
11/3/19 22:49	5001-10000	"Arista, Cisco IOS/IOS XE, Cisco IOS XR, Dell/EMC, Juniper, HPE/Aruba, VMWare"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge, Public Cloud"	A little	None	A little	None	A little	None	None	None	None	"VMWare, OpenStack, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, Vendor Specific"	North America	use open source with support	"Configuration deployment, Software upgrade, Data Collection / Reporting"	"Version control, Vendor specific tools"	Partially	Yes	"Ansible, SaltStack, HPE Network Automation (HP NA), Low level custom scripts (Python paramiko/socket)"	More than 1 a day	1 to 5 per month	"Ansible, SaltStack, Low level custom scripts (Python paramiko/socket), HPE Network Automation (HP NA)"	Network vendor specific tools	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, sFlow/Netflow, Routing Information"	"Up/Down/Threshold alert, Proactive monitoring data analysis using AI/ML"	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s), We participated in hackathon(s)"				Thinking about it	Currently evaluating it	I don't know		Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Already in production	Already in production	I don't know	I don't know	Already in production	I don't know	I don't know	Currently Evaluating it	No interest	I don't know	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	
11/4/19 0:00	5001-10000	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR"	"Datacenter, WAN"	A little					A little				Vendor provided solution (VIRL / Junosphere .. )	Ansible	Europe	"no prefered approach, varies on case by case"	"Data Collection / Reporting, Compliance Checks"	Version control	No	Yes	"Ansible, HPE Network Automation (HP NA)"	1 to 5 per week	1 to 5 per month			"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog"	Up/Down/Threshold alert	Less than 1 year	"Some of us learned on their own, We hired dedicated Network Automation Engineer(s)"	1 to 2 years	201-1000	Transitioned into the new role full-time and learned on the job	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	Thinking about it	I don't know	Thinking about it	Already in production	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	Already in production	Already in production		Thinking about it	No interest	
11/4/19 4:38	1001-5000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Juniper"	"Datacenter, Campus/User Access, WAN"	A lot	A little	None	None	None	A little	None	None	None	We are not using virtual network devices for training or qualification	"Ansible, RunDeck"	Europe	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Topology Mapping"	"Version control, FTP/SCP/TFTP"	Partially	Yes	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	1 to 5 per month	Less than 1 per month	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information"	"Up/Down/Threshold alert, Events correlation / rule engine"	2 to 5 years	Some of us learned on their own	Less than 1 year	201-1000	Learned on my own time	Currently evaluating it	Already in production	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	Currently evaluating it	I don't know	Already in production	Already in production	Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it	Thinking about it	Already in production	Currently Evaluating it	Currently Evaluating it	I don't know	No interest	Currently Evaluating it	I don't know	I don't know	Thinking about it	I don't know	
11/4/19 8:35	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Juniper, Fortinet"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little	None	None	None	None	A little	None	None	None	"Vagrant, Docker Compose, GNS3, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, Gitlab-runner"	North America	build internally	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving"	Netshot	Yes	Yes	Ansible	Less than 1 per month	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, sFlow/Netflow"	Up/Down/Threshold alert	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Attended formal training	Already in production	Thinking about it	No interest	Already in production	Thinking about it	Thinking about it	No interest	Already in production	No interest	Thinking about it	Already in production	No interest	No interest	No interest	Currently Evaluating it	Currently Evaluating it	No interest	Already in production	Thinking about it	No interest	No interest	Already in production	Thinking about it	No interest	Thinking about it	No interest	
11/4/19 8:52	1001-5000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Amazon AWS"	"Datacenter, Campus/User Access, Internet Peering, WAN, Public Cloud"	A little	None	A little	None		A little	A little	A little		"Vagrant, VMWare, Docker Compose, GNS3, EVE-NG, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, Microsoft SCCM"	North America	"no prefered approach, varies on case by case"	Configuration archiving	Vendor specific tools	No	Yes	"Excel macros, Ansible, Network vendor specific tools"	1 to 5 per week	1 to 5 per month	Network vendor specific tools	Ansible	Syslog	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own				Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	I don't know	Thinking about it	Already in production	Thinking about it	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Already in production	I don't know	I don't know	Already in production	Thinking about it	
11/4/19 9:03	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Palo Alto, Infoblox, F5"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge"	A little			A little		A little	A little	A little		"Vagrant, Vendor provided solution (VIRL / Junosphere .. )"	SaltStack	North America	use open source without support	"Configuration deployment, Configuration archiving"	Solarwind NCM	No	Yes	Ansible	More than 1 a day	Less than 1 per month	"Ansible, Low level custom scripts (Python paramiko/socket)"	We haven’t automated software qualification	"Other active probes (IP SLA/RPM), SNMP, sFlow/Netflow"	Up/Down/Threshold alert	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training, We engaged a consulting firm to help get started, We hired dedicated Network Automation Engineer(s), We participated in hackathon(s)"	1 to 2 years	1001-4000	Dedicated some time per week at work	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	I don't know	Thinking about it	Already in production	I don't know	Thinking about it	Already in production	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	Thinking about it	Already in production	I don't know	I don't know	Already in production	No interest	"My personal experience shows that network automation success in any capacity depends on complete transformation of organizational culture as well as 100% leadership buy-in and dedicated/purposeful investment in time, money, and resources! Without that, the organization fails at automation as a whole IMHO. The end."
11/4/19 9:34	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Microsoft Azure"	"Datacenter, Campus/User Access, WAN, Public Cloud"	A little	None	None	None	None	None	None	A little	None	GNS3	Ansible	North America	"no prefered approach, varies on case by case"	"Pre/Post Change Checks, Data Collection / Reporting"	"Version control, Solarwind NCM, We are not keeping track of that"	Partially	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, API, External probes (pingmesh)"	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own	Less than 1 year	201-1000	Learned on my own time	Currently evaluating it	Thinking about it	No interest	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	Currently evaluating it	Already in production	No interest	No interest	No interest	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	No interest	
11/4/19 13:02	1001-5000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Juniper, Allied Telesis"	"Datacenter, Campus/User Access, WAN, Service Provider / Edge"	A little									"Vagrant, VMWare, Non-VMWare hypervisor (KVM et al.), GNS3"	Ansible	Australia / Oceania / Pacific Islands	use open source without support	"Configuration generation, Configuration deployment, Software qualification, Software upgrade, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	"Ansible, Controller (ODL/DNAC/NSX/OpenContrail...)"	1 to 5 per week	1 to 5 per month	Ansible	Ansible	"ICMP/PING, SNMP, Syslog, Streaming Telemetry"	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own				Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it		
11/4/19 15:22	1001-5000	"Extreme Networks (brocade), Cisco IOS/IOS XE, Dell/EMC, Juniper, Force 10, HPE/Aruba"	"Datacenter, Campus/User Access"	A lot								A little	VMWare	Ansible	North America	"no prefered approach, varies on case by case"	"Configuration generation, Configuration deployment, Configuration archiving, Fault Remediation, Data Collection / Reporting, Compliance Checks"	Infoblox NetMRI	No	Yes	"Ansible, Infoblox NetMRI"	1 to 5 per month	Less than 1 per month	Infoblox NetMRI	We haven’t automated software qualification	"SNMP, Syslog, Streaming Telemetry, Infoblox NetMRI"	We haven’t automated the detection of anomaly	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	2 to 5 years	201-1000	Transitioned into the new role full-time and learned on the job	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Currently evaluating it	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	Thinking about it	Already in production	Already in production	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	
11/4/19 15:40	1001-5000	"Extreme Networks (brocade), Cisco IOS/IOS XE, Dell/EMC, Juniper"	"Datacenter, Campus/User Access, Internet Peering"	A lot	A little	None	None	None	A little	A little	None	None	Vagrant	Ansible	North America	use open source with support	"Configuration generation, Configuration deployment, Configuration archiving, Anomaly detection, Data Collection / Reporting, Topology Mapping"	Version control	No	Yes	"Ansible, Infoblox NetMRI"	1 to 5 per month	Less than 1 per month	We haven't automated software upgrades	Ansible	"ICMP/PING, SNMP, Syslog, sFlow/Netflow"	We haven’t automated the detection of anomaly	More than 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We engaged a consulting firm to help get started"	Less than 1 year	201-1000	Dedicated some time per week at work	Thinking about it	Thinking about it	No interest	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	No interest	No interest	No interest	Thinking about it	Thinking about it	Currently Evaluating it	Already in production	Thinking about it	Thinking about it	I don't know	Already in production	Thinking about it	Currently Evaluating it	Currently Evaluating it	I don't know	
11/4/19 19:03	1001-5000	Versa Networks		A lot	A little	None	None	None	A lot	None	None	None	"Kubernetes, Non-VMWare hypervisor (KVM et al.)"	"SaltStack, Vendor Specific"	Europe	buy	"Day 0 Provisioning using a vendor solution, Configuration deployment, Configuration archiving, Troubleshooting"		Yes	No	"SaltStack, NSO (Tail-F), NAPALM, Controller (ODL/DNAC/NSX/OpenContrail...), Network vendor specific tools"	1 to 5 per month	Less than 1 per month	"Ansible, SaltStack"	"Ansible, SaltStack, NSO (Tail-F)"	"ICMP/PING, SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation / rule engine"	1 to 2 years	"Some of us took some network automation / programming training, We engaged a consulting firm to help get started"	Less than 1 year	201-1000	Dedicated some time per week at work	Already in production	Currently evaluating it	Already in production	Already in production	Currently evaluating it		Thinking about it	Already in production	Thinking about it	Thinking about it	Already in production	No interest	No interest	Already in production	Currently Evaluating it	No interest		Already in production	Already in production	No interest	Already in production	Already in production	No interest	No interest	Already in production	No interest	
11/4/19 19:07	0-50	"Juniper, Google GCP, Amazon AWS, Versa Networks"	WAN	A lot	A little				A lot				"OpenStack, Kubernetes"	SaltStack	North America	build internally	"Day 0 Provisioning using a vendor solution, Configuration deployment"	"Version control, Vendor specific tools"	Yes	No	"SaltStack, NSO (Tail-F)"	1 to 5 per week	Less than 1 per month	"Ansible, SaltStack"	"Ansible, SaltStack, NSO (Tail-F)"	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information, API"	"Up/Down/Threshold alert, We haven’t automated the detection of anomaly"	2 to 5 years	We hired dedicated Network Automation Engineer(s)	2 to 5 years	0-200	Dedicated some time per week at work	Already in production	No interest	Already in production	Already in production	Thinking about it	Already in production	I don't know	Already in production	I don't know	I don't know	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	Already in production	Already in production	No interest	Already in production	Already in production	No interest	No interest	No interest	No interest	
11/4/19 20:12	51-250	Juniper	"Internet Peering, WAN, Service Provider / Edge"	A little					A little	A little		A little	"vrnetlab, Tesuto, Non-VMWare hypervisor (KVM et al.), GNS3, EVE-NG, Homemade solution"	SaltStack	Europe	use open source without support	"Configuration generation, Configuration deployment, Configuration archiving, Topology Mapping"	"Version control, Rancid/Oxidized"	No	Yes	"SaltStack, NAPALM, Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	1 to 5 per month	We haven't automated software upgrades	Custom scripts using common libraries (netmiko/napalm)	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, Routing Information"	Up/Down/Threshold alert	More than 5 years	"Some of us learned on their own, We participated in hackathon(s)"	More than 5 years		Dedicated some time per week at work	Currently evaluating it	Currently evaluating it		Already in production		Currently evaluating it	Currently evaluating it	Already in production	Already in production	Already in production				Already in production	Already in production		Already in production	Already in production	Currently Evaluating it	Currently Evaluating it		Already in production	Thinking about it		Already in production		
11/4/19 20:52	51-250	"Arista, Extreme Networks (brocade), Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper, Palo Alto"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot	None	None	A lot	None	A lot	None	A little	None	"Vagrant, VMWare"	"Puppet, StackStorm"	North America	use open source with support	"Configuration generation, Configuration archiving, Troubleshooting"	Solarwind NCM	No	Yes	"Ansible, Puppet"	More than 1 a day	1 to 5 per month					Less than 1 year	Some of us learned on their own				Already in production	Already in production	Already in production	Already in production	Already in production	Currently evaluating it	No interest	No interest	No interest	Thinking about it	Already in production		Already in production									Already in production			Already in production	Already in production	
11/5/19 0:31	0-50	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Dell/EMC, Juniper"	Campus/User Access	A lot	None	A little	None	A lot	A little	None	None	None		Ansible	North America	build internally	"Configuration generation, Configuration archiving, Software upgrade"	Vendor specific tools	Partially	Yes	Ansible	1 to 5 per month	Less than 1 per month	Ansible	Ansible	"SNMP, API, Streaming Telemetry"	Events correlation using AI/ML	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	2 to 5 years	201-1000	Learned on my own time	Already in production	Already in production	No interest	Currently evaluating it	Already in production	Already in production	Already in production	Already in production	Thinking about it	Thinking about it	Already in production	No interest	Thinking about it	No interest	Currently Evaluating it	Currently Evaluating it	Thinking about it	Currently Evaluating it		Thinking about it	No interest	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	
11/5/19 9:36	10001-50000	"Arista, Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper, VMWare, Amazon AWS, Microsoft Azure"	"Datacenter, Internet Peering, WAN, Service Provider / Edge"	A little	None	A little	None	None	None	None	None	None	"VMWare, Kubernetes, EVE-NG, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, Chef, Puppet, Vendor Specific"	North America	buy	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration archiving, Software qualification, Troubleshooting, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks, Topology Mapping"	"Version control, Solarwind NCM, HPE Network Automation (HP NA), Forward Network, Low level custom scripts (Python paramiko/socket)"	Partially	Yes	"Ansible, Low level custom scripts (Python paramiko/socket)"	More than 1 a day	1 to 5 per week	"Ansible, Network vendor specific tools"	"Ansible, NSO (Tail-F), Network vendor specific tools"	Streaming Telemetry	"Up/Down/Threshold alert, Events correlation / rule engine, Events correlation using AI/ML"	1 to 2 years	Some of us learned on their own	Less than 1 year	0-200	Transitioned into the new role full-time and learned on the job	Currently evaluating it	Thinking about it	No interest	Currently evaluating it	Already in production	Already in production	Currently evaluating it	Currently evaluating it	Thinking about it	Already in production	Already in production	Already in production	Already in production	No interest	No interest	No interest	No interest		No interest	No interest	Currently Evaluating it	Already in production	Already in production	No interest	No interest	No interest	
11/5/19 13:52	1001-5000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR"	"Datacenter, Campus/User Access, WAN"									A lot	Kubernetes	Vendor Specific	North America	build internally	"Day 0 Provisioning using a vendor solution, Configuration deployment, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting, Topology Mapping"	Version control	Partially	No	"NSO (Tail-F), Controller (ODL/DNAC/NSX/OpenContrail...)"	More than 1 a day	1 to 5 per month	Network vendor specific tools	"NSO (Tail-F), Network vendor specific tools"	"SNMP, Syslog, sFlow/Netflow, Streaming Telemetry"	"Up/Down/Threshold alert, Events correlation / rule engine"	Less than 1 year	We hired dedicated Network Automation Engineer(s)	1 to 2 years	201-1000	Dedicated some time per week at work	Currently evaluating it	Currently evaluating it	No interest	Already in production	Already in production	Currently evaluating it	Already in production	Thinking about it	Already in production	Already in production	Already in production	Already in production	Already in production	No interest	No interest	No interest	No interest	No interest	Already in production	No interest	Already in production	Already in production	No interest	No interest	Already in production	Already in production	
11/5/19 17:40	251-1000	"Cisco IOS/IOS XE, Cisco IOS XR, Huawei, Nokia"	Service Provider / Edge	A lot	None	None	None	None	None	None	None	None	"EVE-NG, Vendor provided solution (VIRL / Junosphere .. )"	We don't have automation for servers	Africa	use open source with support	Data Collection / Reporting	"Low level custom scripts (Python paramiko/socket), Solarwind NCM"	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	1 to 5 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, sFlow/Netflow, Routing Information"	Up/Down/Threshold alert	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"			Dedicated some time per week at work	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	Thinking about it	No interest	No interest	No interest	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	No interest	I don't know	I don't know	No interest	I don't know	"I'm working for a large ISP, and I'm the only Engineer trying to leverage Network Automation in our environment, I'm not allowed to make any changes to the network without prior authorization, so I'm only tinkering with some read-only Automation."
11/5/19 17:44	1001-5000	"Extreme Networks (brocade), Cisco IOS/IOS XE, Dell/EMC, Juniper"	"Datacenter, Campus/User Access, Internet Peering"	A lot	A little	None	None	None	A little	A little	None	None	Vagrant	Ansible	North America	use open source with support	"Configuration generation, Configuration deployment, Configuration archiving, Anomaly detection, Data Collection / Reporting, Topology Mapping"	Version control	No	Yes	"Ansible, Infoblox NetMRI"	1 to 5 per month	Less than 1 per month	We haven't automated software upgrades	Ansible	"ICMP/PING, SNMP, Syslog, sFlow/Netflow"	We haven’t automated the detection of anomaly	More than 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We engaged a consulting firm to help get started"	Less than 1 year	201-1000	Dedicated some time per week at work	Thinking about it	Thinking about it	No interest	Currently evaluating it	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	No interest	No interest	No interest	Thinking about it	Thinking about it	Currently Evaluating it	Already in production	Thinking about it	Thinking about it	I don't know	Already in production	Thinking about it	Currently Evaluating it	Currently Evaluating it	I don't know	
11/5/19 18:27	1001-5000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, VMWare, Microsoft Azure"	"Datacenter, Campus/User Access, WAN, Service Provider / Edge, Public Cloud"	A little	None	None	None	None	None	None	A lot	None	VMWare	"Ansible, Microsoft SCCM"	North America	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Pre/Post Change Checks, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Version control	Yes	Yes	Ansible	More than 1 a day	1 to 5 per week	Ansible	Ansible	"SNMP, Syslog, Routing Information"	"Up/Down/Threshold alert, Events correlation / rule engine"	1 to 2 years	Some of us learned on their own	1 to 2 years	201-1000	Learned on my own time	Already in production	Currently evaluating it	No interest	Currently evaluating it	Currently evaluating it	Currently evaluating it	Currently evaluating it	Already in production	No interest	Already in production	Already in production	No interest	No interest	No interest	No interest	Thinking about it	No interest	No interest	No interest	No interest	No interest	Already in production	Thinking about it	Thinking about it	Currently Evaluating it	No interest	
11/5/19 19:11	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR"	"Internet Peering, WAN, Service Provider / Edge"	A lot									"VMWare, GNS3, Vendor provided solution (VIRL / Junosphere .. )"	We don't have automation for servers	South America	build internally	"Pre/Post Change Checks, Data Collection / Reporting, Topology Mapping"	Version control	No	No	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per week	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, SNMP, Routing Information"	Up/Down/Threshold alert	1 to 2 years	Some of us learned on their own	1 to 2 years	201-1000	Learned on my own time	I don't know	Currently evaluating it	I don't know	Thinking about it	Currently evaluating it	Thinking about it	No interest	I don't know	I don't know	Currently evaluating it	Currently Evaluating it	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	Already in production	Already in production	I don't know	I don't know	I don't know	I don't know	
11/5/19 20:24	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, VMWare"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge"	None	None	None	None	None	A little	None	A little	None	EVE-NG	We don't have automation for servers	North America	buy	"Configuration archiving, Software upgrade"	Vendor specific tools	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	1 to 5 per month	"Network vendor specific tools, We haven't automated software upgrades"	"Network vendor specific tools, We haven’t automated software qualification"	"SNMP, Syslog"	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own			Learned on my own time	Thinking about it	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	
11/5/19 22:16	251-1000	"Arista, Juniper, Icotera"	"Campus/User Access, Internet Peering, Service Provider / Edge"	A lot		None	None	None	A little	None	None	None	"Vagrant, Docker Compose, Vendor provided solution (VIRL / Junosphere .. )"	Ansible	North America	use open source with support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Troubleshooting, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized"	Partially	No	"Ansible, NAPALM, Custom scripts using common libraries (netmiko/napalm), Network vendor specific tools"	1 to 5 per week	1 to 5 per month		Network vendor specific tools	"ICMP/PING, SNMP, API"	Up/Down/Threshold alert	2 to 5 years	"Some of us learned on their own, We hired dedicated Network Automation Engineer(s)"	1 to 2 years	201-1000	Dedicated some time per week at work	Already in production	Thinking about it	No interest	Thinking about it	Already in production	Thinking about it	No interest	Already in production	Thinking about it	Currently evaluating it	Already in production	No interest	No interest	No interest	Already in production	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	No interest	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	
