Timestamp	operation-automated	config-track-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	config-automated-changes	config-decide-changes	transport-protocol	software-upgrade	software-validation	telemetry-collect	telemetry-store	anomaly-detection-sources	anomaly-detection-signal	env-virtual-network	sot-present	sot-where	role	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-rust	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-expect	env-language-powershell	env-language-other	env-location	org-preference	culture-blocker	leadership-support	transition-team-how-long	transition-team-actions	transition-self-how-long	transition-self-nbr-hours	transition-self-find-time	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-topics-sot	trend-topics-graph-db	trend-topics-network-verification	trend-topics-keyword-testing	trend-topics-ci	trend-topics-network-health	trend-tools-ansible	trend-tools-terraform	trend-tools-saltstack	trend-tools-napalm	trend-tools-nornir	trend-tools-netbox	trend-tools-elk	trend-tools-grafana	trend-tools-prometheus	trend-tools-influxdb	trend-tools-nso	trend-tools-stackstorm	trend-tools-gns3	trend-tools-eve-ng	trend-tools-cml	feedback
9/30/20 14:00	"Configuration deployment, Configuration archiving, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	"Version control, Internally developed scripts"	Ansible	More than 1 a day	1 to 5 per month	Yes	Partially	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	"Ansible, We haven’t automated software upgrades"		"Telegraf - SNMP, Telegraf - Exec/Execd"	"InfluxDB, Grafana"	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	"VMWare, Non-VMWare hypervisor (KVM/etc.)"	Yes - we have one or multiple source of data that are accurately representing the network	"An IPAM (Infoblox/Netbox/etc.), Source Control (GitHub/GitLab/etc.)"	Network Architect / Engineer	251-1000	"Cisco IOS/IOS XE/Viptela, Cisco NX-OS/ACI, HPE, VMWare"	"Datacenter, WAN"	A little	None	None	None	None	None	A little	None	None		Europe	no prefered approach / varies on case by case	"Time, Fear / Distrust of automation, Poor leadership / no automation strategy, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We engaged a consulting firm to help get started, Booked Ansible and Git trainings"				Already in production	Thinking about it	Currently evaluating it	Already in production	Currently evaluating it	Thinking about it	No interest	Already in production	No interest	Thinking about it	No interest	Currently evaluating it	Currently evaluating it	Already in production	No interest	No interest	No interest	Thinking about it	Thinking about it		Already in production	Thinking about it	Already in production	No interest	Thinking about it	No interest	No interest	No interest	Thanks for organizing this survey!
9/30/20 14:22	Configuration deployment	HPE Network Automation (HP NA)	"Ansible, HPE Network Automation (HP NA)"	1 to 5 per week	1 to 5 per week	Yes	Partially	"CLI/SSH (Non-Netconf), Netconf, Restconf, HTTP/HTTPS (Non-Restconf)"	"Ansible, HPE Network Automation (HP NA)"	Ansible	SNMP Exporter	Splunk	"SNMP, Syslog, sFlow/Netflow, Routing Information, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	"Vagrant, OpenStack, Docker Compose, Kubernetes, GNS3"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"Spreadsheet, An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.)"	Network Automation Engineer	251-1000	"Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, F5, Juniper, Palo Alto"	"Datacenter, Campus/User Access, Internet Peering, Service Provider / Edge"	A lot			A little		None					Asia	build internally	Fear / Distrust of automation	Yes - but we are not seeing real investment (reactive)	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	0-200	"Learned on my own time, Dedicated some time per week at work, Attended formal training, Transitioned into the new role full-time and learned on the job"	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	No interest	Currently evaluating it	Thinking about it	I don't know	I don't know	I don't know	Currently evaluating it	Already in production	Thinking about it	Thinking about it	Thinking about it									Already in production			No
9/30/20 14:33	"Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	Solarwind NCM	"Ansible, Nornir, NAPALM"	1 to 5 per week	Less than 1 per month	Yes	Yes	CLI/SSH (Non-Netconf)	We haven’t automated software upgrades	Ansible	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, Other active probes (IP SLA/RPM), Syslog"	Up/Down/Threshold alert	EVE-NG	No - the configurations of our network devices is our only accurate source of information	We don’t have a source of truth	Consultant	5001-10000	"Cisco IOS/IOS XE/Viptela, Cisco NX-OS/ACI"	"Datacenter, Campus/User Access, WAN"	A little						A little				Europe	use open source without support	"Time, Budget, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"		201-1000	"Learned on my own time, Dedicated some time per week at work, Attended formal training"	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	No interest	Thinking about it	Thinking about it	I don't know	Thinking about it	I don't know	Thinking about it	Thinking about it	Already in production	I don't know	I don't know	Already in production	Already in production	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	No interest	Already in production	Thinking about it	
9/30/20 14:41	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks"	Version control	"Internally developed scripts"	1 to 5 per month	Less than 1 per month	No	No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	Internally developed scripts	Internally developed scripts	Node Exporter	"Prometheus, Grafana"	ICMP/PING	We haven’t automated the detection of anomaly	We are not using virtual network devices for training or qualification	No - the configurations of our network devices is our only accurate source of information	Source Control (GitHub/GitLab/etc.)	Network Automation Engineer	5001-10000	"Arista, Cisco IOS/IOS XE/Viptela, Cisco NX-OS/ACI, F5, Juniper, Microsoft Azure, Palo Alto"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot	None	A little	A little	None	None	A little	None	None	None	North America	no prefered approach / varies on case by case	"Time, Poor leadership / no automation strategy"	Yes - but we are not seeing real investment (reactive)	More than 5 years	Some of us learned on their own	1 to 2 years	1001-4000	"Learned on my own time, Dedicated some time per week at work, Transitioned into the new role full-time and learned on the job"	Already in production	Thinking about it	Already in production	Already in production	Already in production	Thinking about it	Thinking about it	Thinking about it	Already in production	I don't know	I don't know	Already in production	Thinking about it	Already in production	Thinking about it	Thinking about it	Already in production	I don't know	Already in production	Thinking about it	Already in production	Already in production	Already in production	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	
9/30/20 14:42		We are not keeping track of that	"SaltStack, NAPALM"	Less than 1 per month	Not sure	Yes	No	CLI/SSH (Non-Netconf)	We haven’t automated software upgrades	We haven’t automated software qualification	"SNMP Exporter, BlackBox Exporter, We are using a traditional Network Monitoring solution"	"Prometheus, Grafana"	"ICMP/PING, SNMP"	We haven’t automated the detection of anomaly	We are not using virtual network devices for training or qualification	No - the configurations of our network devices is our only accurate source of information	We don’t have a source of truth	System Administrator	251-1000	"Cisco IOS/IOS XE/Viptela, Fortinet"	"Datacenter, Campus/User Access"	A lot	A little	None	None	None	None	A lot	A lot	None	A little	Europe	no prefered approach / varies on case by case	"Fear / Distrust of automation, Poor leadership / no automation strategy, Skills Gap"	Yes - but we are not seeing real investment (reactive)	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"				Already in production	Already in production	No interest	Already in production	Already in production	I don't know	I don't know	Currently evaluating it	I don't know	Thinking about it	Thinking about it	Already in production	Currently evaluating it	Already in production		Already in production	Currently evaluating it		Currently evaluating it	Already in production	Already in production	Already in production				Thinking about it	Thinking about it		
9/30/20 15:05	"Configuration generation, Configuration deployment, Configuration archiving, Software qualification, Troubleshooting, Fault Remediation, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized"	Internally developed scripts	More than 1 a day	1 to 5 per week	No	Partially	"CLI/SSH (Non-Netconf), Netconf, Restconf"		Internally developed scripts	We are using a traditional Network Monitoring solution	"Kentik, Grafana"	ICMP/PING	"Up/Down/Threshold alert, Events correlation / rule engine"		Yes - we have one or multiple source of data that are accurately representing the network	"An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.)"	Network Automation Engineer	251-1000	"Amazon AWS, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, Juniper"	"Internet Peering, Service Provider / Edge, Public Cloud"	A lot	A little	None	A little	None	A little	A little	None	None	None	Europe	use open source without support	Time	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	2 to 5 years	We hired dedicated Network Automation Engineer(s)	2 to 5 years	201-1000	Transitioned into the new role full-time and learned on the job	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	Thinking about it		Thinking about it	I don't know	Thinking about it	Thinking about it	Already in production	Already in production	I don't know	Already in production	Thinking about it	Thinking about it	Thinking about it	Already in production	Thinking about it	No interest	Already in production	Thinking about it	No interest	No interest	No interest	
9/30/20 15:15	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration generation, Configuration deployment, Pre/Post Change Checks"	Version control	Ansible	More than 1 a day	Less than 1 per month	No	No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf)"	We haven’t automated software upgrades	We haven’t automated software qualification	"SNMP Exporter, Network vendor specific collector, We are using a traditional Network Monitoring solution"	"Prometheus, Network vendor specific tools (CVP/Tetration ..)"	"SNMP, Routing Information, API, Streaming / Model-Driven Telemetry"	Up/Down/Threshold alert	"VMWare, Docker Compose, Non-VMWare hypervisor (KVM/etc.)"	Yes - we have one or multiple source of data that are accurately representing the network	"An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.)"	Network Architect / Engineer	51-250	"Arista, Cisco IOS XR, Cisco NX-OS/ACI, Fortinet, HPE, VMWare"	"Datacenter, Service Provider / Edge"	A lot	None	None	None	None	None	A little	None	A lot	None	Australia / Oceania or Pacific Islands	use open source with support	Time	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	More than 5 years	1001-4000	"Learned on my own time, Dedicated some time per week at work, Transitioned into the new role full-time and learned on the job"	Already in production	Thinking about it	Already in production	Already in production	Already in production	Already in production	No interest	Already in production	I don't know	Already in production	I don't know	Already in production	I don't know	Already in production	Already in production	Thinking about it	No interest	No interest	Already in production	Currently evaluating it	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	No interest	I don't know	My first time filling out the survey!
9/30/20 15:40	"Configuration generation, Configuration deployment, Anomaly detection, Compliance Checks"	"Rancid/Oxidized, Vendor specific tools"	"NSO (Tail-F), Internally developed scripts"	More than 1 a day	1 to 5 per month	Yes	Partially	"CLI/SSH (Non-Netconf), Netconf, Restconf"	Internally developed scripts		We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, API"	Up/Down/Threshold alert	Vendor provided solution (CML/VIRL/Junosphere/etc.)	Yes - we have one or multiple source of data that are accurately representing the network	"An Entreprise CMDB (ServiceNow), An IPAM (Infoblox/Netbox/etc.)"	IT Manager / Decision Maker	1001-5000	"Ciena, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Fortinet, Juniper, Accedian, digi, rad, ruggedcom"	"Campus/User Access, Internet Peering, WAN, Service Provider / Edge"	A lot	A little		A little			A little		None		Australia / Oceania or Pacific Islands	no prefered approach / varies on case by case	Skills Gap	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s)"				Currently evaluating it	Already in production	No interest	Currently evaluating it	Currently evaluating it	Thinking about it	Currently evaluating it	Already in production	Already in production	No interest	Currently evaluating it	Currently evaluating it	Already in production	Already in production			Already in production							Already in production				Already in production	
9/30/20 15:54	"Configuration archiving, Data Collection / Reporting, Topology Mapping"	Version control	We haven't automated the generation or deployment of our configurations	1 to 5 per week	Less than 1 per month	Yes	No	CLI/SSH (Non-Netconf)	We haven’t automated software upgrades	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information"	Up/Down/Threshold alert	We are not using virtual network devices for training or qualification	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"Spreadsheet, An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.)"	Network Architect / Engineer	251-1000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco NX-OS/ACI, Huawei"	"Datacenter, Campus/User Access, WAN"	A lot			A little			A little				Europe	use open source without support	"Time, Poor leadership / no automation strategy, Skills Gap"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	2 to 5 years	"Some of us learned on their own, Some of us took some network automation / programming training, We participated in hackathon(s)"	2 to 5 years	1001-4000	"Learned on my own time, Dedicated some time per week at work, Attended formal training"	Thinking about it		Already in production	Currently evaluating it	Thinking about it	Thinking about it		Already in production		Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	No interest	Thinking about it		Already in production	Already in production	Already in production	Already in production	Currently evaluating it							Currently evaluating it	
9/30/20 16:50	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade"	Solarwind NCM	Ansible	1 to 5 per week	1 to 5 per week	Yes	No	CLI/SSH (Non-Netconf)	Ansible		We are using a traditional Network Monitoring solution	Grafana	"ICMP/PING, SNMP"	Up/Down/Threshold alert	EVE-NG	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"Spreadsheet, An Entreprise CMDB (ServiceNow), An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.)"	Network Automation Engineer	251-1000	"Checkpoint, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI"	Datacenter	A lot	None	None	None	None	None	A lot	None	None	None	Europe	buy	"Fear / Distrust of automation, Poor leadership / no automation strategy, Skills Gap"	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	"Learned on my own time, Dedicated some time per week at work"	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	Currently evaluating it	I don't know	Currently evaluating it	Currently evaluating it	Already in production	Already in production	I don't know	Thinking about it	Thinking about it	Currently evaluating it	Already in production	Already in production	I don't know	Already in production	I don't know	I don't know	No interest	Already in production	I don't know	
9/30/20 19:12	"Configuration archiving, Troubleshooting, Data Collection / Reporting"	"Version control, Internally developed scripts"	"Ansible, Nornir, Internally developed scripts"	Not sure	Not sure	Yes	No	"CLI/SSH (Non-Netconf), Telnet baby!"	We haven’t automated software upgrades	We haven’t automated software qualification	"Telegraf - SNMP, Logstash"	"InfluxDB, Elasticsearch, Grafana, Kibana"	"ICMP/PING, SNMP, Syslog, sFlow/Netflow"	Up/Down/Threshold alert	"Docker Compose, EVE-NG, Vendor provided solution (CML/VIRL/Junosphere/etc.)"	No - the configurations of our network devices is our only accurate source of information	"An Entreprise CMDB (ServiceNow), An IPAM (Infoblox/Netbox/etc.)"	Network Automation Engineer	1001-5000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco Meraki, Cisco NX-OS/ACI, F5, Fortinet, Juniper, Palo Alto"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot	None	None	A little	A little	None	A lot	None	None	None	North America	use open source without support	"Time, Budget, Skills Gap"	Yes - this is critical to the IT leadership strategy and we have active investment (proactive)	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training, We hired dedicated Network Automation Engineer(s)"	1 to 2 years	201-1000	"Learned on my own time, Dedicated some time per week at work, Attended formal training, Transitioned into the new role full-time and learned on the job"	Already in production	Currently evaluating it	No interest	Thinking about it	Currently evaluating it	Thinking about it	No interest	Currently evaluating it	Thinking about it	Currently evaluating it	Thinking about it	Already in production	Already in production	Already in production	Thinking about it	No interest	Thinking about it	Currently evaluating it	Currently evaluating it	Already in production	Already in production	Thinking about it	Already in production	Thinking about it	No interest	No interest	Currently evaluating it	Currently evaluating it	
9/30/20 20:27	"Configuration generation, Configuration archiving, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized, Internally developed scripts"	Internally developed scripts	1 to 5 per week	1 to 5 per week	Yes	No	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf), SNMP"	We haven’t automated software upgrades	Internally developed scripts	"Internally developed collector, Network vendor specific collector"	InfluxDB	"Other active probes (IP SLA/RPM), External probes (pingmesh), sFlow/Netflow, API"	"Up/Down/Threshold alert, Events correlation / rule engine"	"Vagrant, GNS3, Vendor provided solution (CML/VIRL/Junosphere/etc.)"	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"An Entreprise CMDB (ServiceNow), An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.), Database implementation"	Network Automation Engineer	50001+	"Cisco IOS/IOS XE/Viptela, Cisco NX-OS/ACI, HPE"	"Datacenter, Campus/User Access, WAN"	A lot			A little							North America	use open source with support	"Time, Fear of layoffs / redundancy, Poor leadership / no automation strategy, Skills Gap"	Yes - but we are not seeing real investment (reactive)	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	"Learned on my own time, Dedicated some time per week at work, Attended formal training"	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	I don't know	I don't know	Already in production	Thinking about it	Already in production	Already in production	Already in production		Already in production	I don't know	I don't know	Currently evaluating it	No interest	Currently evaluating it	
9/30/20 20:40	"Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks"	"Version control, Rancid/Oxidized"	"Ansible, Internally developed scripts"	More than 1 a day	1 to 5 per month	Yes	Partially	"CLI/SSH (Non-Netconf), Netconf"	We haven’t automated software upgrades	We haven’t automated software qualification	"Telegraf - gNMI, SNMP Exporter, Another open source project (not listed above)"	"Prometheus, Elasticsearch, Grafana"	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information, Streaming / Model-Driven Telemetry"	"Up/Down/Threshold alert, Events correlation / rule engine"	"OpenStack, vrnetlab, Docker Compose"	Yes - we have one or multiple source of data that are accurately representing the network	"An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.)"	Network Architect / Engineer	251-1000	"Cisco ASA/Firepower, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, Extreme Networks (brocade), Juniper"	"Datacenter, Internet Peering, Service Provider / Edge"	A lot						A lot				Europe	no prefered approach / varies on case by case	"Time, Fear of layoffs / redundancy"	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	1 to 2 years	Some of us learned on their own	Less than 1 year	0-200	"Learned on my own time, Dedicated some time per week at work"	Already in production	Currently evaluating it	No interest	Currently evaluating it	Currently evaluating it	Already in production	I don't know	Already in production	Thinking about it	Currently evaluating it	I don't know	Currently evaluating it	Already in production	Already in production	Already in production			Currently evaluating it	Currently evaluating it	Already in production	Already in production	Already in production	Already in production						
9/30/20 21:29	"Day 0 Provisioning using a vendor solution (ZTP/PnP/POAP/Amnesiac/etc.), Configuration generation, Software upgrade"	Solarwind NCM	"Ansible, Internally developed scripts"	Less than 1 per month	Less than 1 per month	Yes	No	CLI/SSH (Non-Netconf)	Ansible	We haven’t automated software qualification	We are using a traditional Network Monitoring solution	We are using a traditional Network Monitoring solution	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information"	Up/Down/Threshold alert	VMWare	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"An Entreprise CMDB (ServiceNow), An IPAM (Infoblox/Netbox/etc.)"	Network Architect / Engineer	51-250	"Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, Palo Alto"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot	None	None	None	None	None	A little	None	None	None	South America	no prefered approach / varies on case by case	Budget	No - our leadership is not formally investing in automation - but this remains a grassroots effort (neutral)	1 to 2 years	Some of us learned on their own	Less than 1 year	0-200	"Learned on my own time, Attended formal training"	Thinking about it	Thinking about it	I don't know	No interest	No interest	No interest	No interest	No interest	No interest	I don't know	No interest	No interest	No interest	Already in production	Thinking about it	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	
9/30/20 22:42	"Configuration generation, Configuration deployment, Software qualification, Software upgrade, Topology Mapping"	"Version control, Rancid/Oxidized, Vendor specific tools, Internally developed scripts"	Internally developed scripts			Yes	Partially	"CLI/SSH (Non-Netconf), HTTP/HTTPS (Non-Restconf), Serial Console"	Internally developed scripts	Internally developed scripts	"SNMP Exporter, Internally developed collector, Another open source project (not listed above)"		"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information, API"	Up/Down/Threshold alert	Homemade solution	Partially - we are trying to maintain some source of data but there is always a drift with the real network	"An IPAM (Infoblox/Netbox/etc.), A DCIM (Netbox/Device42/etc.), Source Control (GitHub/GitLab/etc.), Database implementation"	Software Engineer / Developer	0-50	"Arista, Cisco IOS/IOS XE/Viptela, Cisco IOS XR, Cisco NX-OS/ACI, Dell/EMC, Juniper"	Service Provider / Edge	A lot	None	None	A little	None	A little	A lot	A lot	None	A little	North America	build internally	Time	Yes - but we are not seeing real investment (reactive)	More than 5 years	Some of us learned on their own	Less than 1 year	0-200	Transitioned into the new role full-time and learned on the job	I don't know	Thinking about it	No interest	Currently evaluating it	Thinking about it	No interest	No interest	Thinking about it	Thinking about it	No interest	No interest	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	No interest	Already in production	Thinking about it	No interest	Thinking about it	No interest	No interest	No interest	No interest	No interest	Thinking about it	
